,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
664,Maruti Swift Vdi BSIII,1.99 Lakh,"92,860 kms",Diesel,Manual,1st Owner,2008,1995 cc,5 Seats
665,BMW 3 Series 320d Sport Line,14.95 Lakh,"48,000 kms",Diesel,Automatic,1st Owner,2013,2967 cc,5 Seats
666,Audi Q7 3.0 TDI Quattro Premium Plus,22.50 Lakh,"76,000 kms",Diesel,Automatic,1st Owner,2013,1199 cc,7 Seats
667,Tata Nexon XZA Plus (O) AMT,11.15 Lakh,"26,000 kms",Petrol,Automatic,1st Owner,2020,1373 cc,5 Seats
668,Maruti Ertiga BSIV VXI,6.99 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2016,1497 cc,7 Seats
669,Honda City E,3 Lakh,"77,132 kms",Petrol,Manual,1st Owner,2012,1498 cc,5 Seats
670,Skoda Rapid 1.5 TDI AT Elegance Plus,5.75 Lakh,"52,000 kms",Diesel,Automatic,2nd Owner,2015,1197 cc,5 Seats
671,Hyundai Grand i10 Sportz,4.75 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2016,2179 cc,5 Seats
672,Mahindra Scorpio S10 7 Seater,10.35 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2016,1896 cc,7 Seats
673,Skoda New Laura L and K AT,1.35 Lakh,"1,18,971 kms",Diesel,Automatic,2nd Owner,2008,1197 cc,5 Seats
674,Volkswagen Vento 1.2 TSI Comfortline AT,6.24 Lakh,"51,000 kms",Petrol,Automatic,1st Owner,2016,1298 cc,5 Seats
675,Maruti Esteem VX - BSII,"59,000 ","60,000 kms",Petrol,Manual,1st Owner,2007,1497 cc,5 Seats
676,Honda City EXi,1.65 Lakh,"1,03,000 kms",Petrol,Manual,3rd Owner,2008,1197 cc,5 Seats
677,Toyota Etios Liva G,3.49 Lakh,"48,150 kms",Petrol,Manual,1st Owner,2014,1995 cc,5 Seats
678,BMW 3 Series 320d,20.50 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2017,1298 cc,5 Seats
679,Maruti Swift 1.3 VXi,1.55 Lakh,"78,598 kms",Petrol,Manual,3rd Owner,2008,1197 cc,5 Seats
680,Maruti Swift Dzire VXI,5.15 Lakh,"53,633 kms",Petrol,Manual,1st Owner,2016,1796 cc,5 Seats
681,Mercedes-Benz E-Class E 200 CGI Avantgarde,15.11 Lakh,"60,000 kms",Petrol,Automatic,1st Owner,2013,1498 cc,5 Seats
682,Honda City ZX CVT,14.90 Lakh,"6,701 kms",Petrol,Automatic,1st Owner,2021,1591 cc,5 Seats
683,Hyundai Creta 1.6 VTVT SX Plus,9.95 Lakh,"36,000 kms",Petrol,Manual,1st Owner,2017,2982 cc,5 Seats
684,Toyota Fortuner 4x2 AT,19.50 Lakh,"63,000 kms",Diesel,Automatic,1st Owner,2015,1798 cc,7 Seats
685,Toyota Corolla Altis 1.8 G CVT,10 Lakh,"70,000 kms",Petrol,Automatic,1st Owner,2017,1598 cc,5 Seats
686,Volkswagen Vento Petrol Highline AT,2.73 Lakh,"71,760 kms",Petrol,Automatic,1st Owner,2010,998 cc,5 Seats
687,Maruti Zen Estilo LXI BS IV,1.45 Lakh,"41,000 kms",Petrol,Manual,1st Owner,2008,1968 cc,5 Seats
688,Skoda Octavia Elegance 2.0 TDI AT,9.13 Lakh,"84,612 kms",Diesel,Automatic,1st Owner,2014,2143 cc,5 Seats
689,Mercedes-Benz E-Class E250 CDI Avantgarde,18.65 Lakh,"70,000 kms",Diesel,Automatic,1st Owner,2015,1248 cc,5 Seats
690,Maruti Ciaz VDI SHVS,5.93 Lakh,"1,24,183 kms",Diesel,Manual,1st Owner,2017,1493 cc,5 Seats
691,Mahindra TUV 300 T8,7.65 Lakh,"33,647 kms",Diesel,Manual,1st Owner,2015,1248 cc,7 Seats
692,Maruti Swift VDI BSIV,4.35 Lakh,"96,000 kms",Diesel,Manual,2nd Owner,2014,2143 cc,5 Seats
693,Mercedes-Benz C-Class C 220 CDI Avantgarde,29.25 Lakh,"42,000 kms",Diesel,Automatic,1st Owner,2017,1451 cc,5 Seats
694,MG Hector Sharp DCT,17.25 Lakh,"12,800 kms",Petrol,Automatic,1st Owner,2020,1197 cc,5 Seats
695,Hyundai i10 Magna,2.01 Lakh,"72,504 kms",Petrol,Manual,2nd Owner,2009,998 cc,5 Seats
696,Maruti Wagon R LXI CNG,3.41 Lakh,"47,756 kms",Cng,Manual,1st Owner,2016,4461 cc,5 Seats
697,Toyota Land Cruiser VX,95 Lakh,"21,000 kms",Diesel,Automatic,1st Owner,2018,998 cc,7 Seats
698,Maruti Celerio VXI,3.90 Lakh,"80,425 kms",Petrol,Manual,1st Owner,2015,796 cc,5 Seats
699,Maruti Alto LXi,1.40 Lakh,"41,643 kms",Petrol,Manual,1st Owner,2008,1591 cc,5 Seats
700,Hyundai Verna 1.6 SX VTVT,3.75 Lakh,"37,125 kms",Petrol,Manual,1st Owner,2011,1497 cc,5 Seats
701,Honda City i VTEC V,5.70 Lakh,"34,511 kms",Petrol,Manual,2nd Owner,2015,1591 cc,5 Seats
702,Hyundai Verna 1.6 SX VTVT,3.52 Lakh,"87,013 kms",Petrol,Manual,3rd Owner,2013,1497 cc,5 Seats
703,Honda City 1.5 S MT,2.71 Lakh,"1,49,232 kms",Petrol,Manual,1st Owner,2010,1598 cc,5 Seats
704,Volkswagen Vento Petrol Highline,2.54 Lakh,"82,145 kms",Petrol,Manual,3rd Owner,2012,2184 cc,5 Seats
705,Mahindra Thar AX Opt 4-Str Convert Top Diesel,15.45 Lakh,"28,000 kms",Diesel,Manual,1st Owner,2020,1364 cc,4 Seats
706,Toyota Etios Liva GD,2.82 Lakh,"75,805 kms",Diesel,Manual,1st Owner,2011,1199 cc,5 Seats
707,Tata Nexon XZA Plus (O) AMT,12.15 Lakh,"13,093 kms",Petrol,Automatic,1st Owner,2022,1497 cc,5 Seats
708,Honda City i VTEC S,3.99 Lakh,"47,330 kms",Petrol,Manual,1st Owner,2013,1498 cc,5 Seats
709,Renault Duster Petrol RXS CVT,8.81 Lakh,"21,000 kms",Petrol,Automatic,1st Owner,2018,2755 cc,5 Seats
710,Toyota Fortuner 2.8 2WD AT,29.29 Lakh,"59,000 kms",Diesel,Automatic,2nd Owner,2017,1199 cc,7 Seats
711,Honda Jazz 1.2 VX i VTEC,5.50 Lakh,"48,230 kms",Petrol,Manual,1st Owner,2017,998 cc,5 Seats
712,Maruti Wagon R VXI,3.15 Lakh,"69,240 kms",Petrol,Manual,1st Owner,2013,2184 cc,5 Seats
713,Mahindra Thar LX 4-Str Convert Top Diesel AT,17.40 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2021,1497 cc,4 Seats
714,Honda City i VTEC CVT VX,5.95 Lakh,"79,000 kms",Petrol,Automatic,1st Owner,2014,1798 cc,5 Seats
715,Toyota Corolla Altis G,3.50 Lakh,"1,09,100 kms",Petrol,Manual,2nd Owner,2011,1373 cc,5 Seats
716,Maruti Ertiga BSIV VXI,6.85 Lakh,"33,000 kms",Petrol,Manual,1st Owner,2016,1197 cc,7 Seats
717,Hyundai i20 Asta Opt,10 Lakh,900 kms,Petrol,Manual,1st Owner,2022,1591 cc,5 Seats
718,Hyundai Creta 1.6 VTVT S,7.65 Lakh,"49,000 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats
719,Honda City i VTEC V,5.80 Lakh,"55,000 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats
720,Maruti Baleno RS 1.0 Petrol,6.36 Lakh,"17,700 kms",Petrol,Manual,2nd Owner,2017,3956 cc,5 Seats
721,Toyota prado VX A/T,13.50 Lakh,"90,000 kms",Petrol,Automatic,3rd Owner,2007,1061 cc,8 Seats
722,Maruti Wagon R LXI DUO BSIII,1.80 Lakh,"55,700 kms",Lpg,Manual,3rd Owner,2009,1799 cc,5 Seats
723,Honda Civic 1.8 V AT,1.99 Lakh,"1,02,000 kms",Petrol,Automatic,2nd Owner,2009,1497 cc,5 Seats
724,Honda City 1.5 V MT,2.75 Lakh,"1,01,000 kms",Petrol,Manual,1st Owner,2010,1995 cc,5 Seats
725,BMW 5 Series 520d Luxury Line,22 Lakh,"72,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,5 Seats
726,Hyundai Grand i10 Nios AMT Sportz,6.75 Lakh,"39,000 kms",Petrol,Automatic,1st Owner,2020,998 cc,5 Seats
727,Maruti Wagon R CNG LXI,3.85 Lakh,"72,000 kms",Cng,Manual,1st Owner,2015,1298 cc,5 Seats
728,Maruti Swift Dzire VXi,1.90 Lakh,"91,717 kms",Petrol,Manual,2nd Owner,2009,1197 cc,5 Seats
729,Maruti Wagon R VXI 1.2,3.31 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
730,Maruti Swift VXI,3.17 Lakh,"61,828 kms",Petrol,Manual,1st Owner,2013,998 cc,5 Seats
731,Maruti Wagon R LXI BS IV,2.38 Lakh,"98,554 kms",Petrol,Manual,1st Owner,2012,1373 cc,5 Seats
732,Maruti Ertiga ZXI,4.62 Lakh,"1,12,696 kms",Petrol,Manual,2nd Owner,2013,1968 cc,7 Seats
733,Audi A3 35 TDI Premium,29.50 Lakh,"11,000 kms",Diesel,Automatic,1st Owner,2017,1086 cc,5 Seats
734,Hyundai Santro Xing GL,"90,000 ","80,000 kms",Petrol,Manual,2nd Owner,2008,2993 cc,5 Seats
735,BMW 7 Series 730Ld,24.18 Lakh,"9,329 kms",Diesel,Automatic,1st Owner,2013,1498 cc,5 Seats
736,Skoda Rapid 1.5 TDI Style BSIV,6.66 Lakh,"64,419 kms",Diesel,Manual,1st Owner,2017,2987 cc,5 Seats
737,Mercedes-Benz M-Class ML 350 4Matic,26.74 Lakh,"68,000 kms",Diesel,Automatic,1st Owner,2013,1248 cc,5 Seats
738,Maruti Swift Dzire VDI,5.63 Lakh,"91,892 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats
739,Hyundai i20 Asta 1.2,4.79 Lakh,"50,827 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats
740,Maruti Baleno 1.2 Alpha,5.53 Lakh,"69,167 kms",Petrol,Manual,1st Owner,2015,1995 cc,5 Seats
741,BMW 5 Series 520d Luxury Line,65.75 Lakh,"7,000 kms",Diesel,Automatic,1st Owner,2021,998 cc,5 Seats
742,Maruti Wagon R LXI CNG,4 Lakh,"25,000 kms",Cng,Manual,2nd Owner,2018,995 cc,5 Seats
743,Chevrolet Spark 1.0 LT,"99,205 ","84,489 kms",Petrol,Manual,3rd Owner,2011,1493 cc,5 Seats
744,Kia Seltos HTE D,11.82 Lakh,"35,343 kms",Diesel,Manual,1st Owner,2021,1995 cc,5 Seats
745,BMW 5 Series 520d Modern Line,29.50 Lakh,"41,000 kms",Diesel,Automatic,1st Owner,2017,998 cc,5 Seats
746,Maruti Wagon R VXI BS IV,2.36 Lakh,"1,00,527 kms",Petrol,Manual,1st Owner,2012,0 cc,5 Seats
747,Tata Nexon EV Prime XZ Plus,3.67 Lakh,"54,239 kms",Electric,Automatic,1st Owner,2020,799 cc,5 Seats
748,Renault KWID RXT Optional,3.13 Lakh,"26,457 kms",Petrol,Manual,3rd Owner,2018,2967 cc,5 Seats
749,Audi Q7 3.0 TDI Quattro Premium Plus,21.74 Lakh,"97,000 kms",Diesel,Automatic,2nd Owner,2014,1373 cc,7 Seats
750,Maruti Ertiga VXI CNG,4.86 Lakh,"67,231 kms",Cng,Manual,1st Owner,2014,1061 cc,7 Seats
751,Maruti Wagon R LXI Minor Duo LPG,1.21 Lakh,"74,228 kms",Lpg,Manual,1st Owner,2008,998 cc,5 Seats
752,Maruti Celerio VXI CNG Optional BSIV,4.51 Lakh,"55,362 kms",Cng,Manual,1st Owner,2017,1582 cc,5 Seats
753,Hyundai Creta 1.6 CRDi AT SX Plus,9.41 Lakh,"58,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,5 Seats
754,Hyundai i10 Magna AT,1.79 Lakh,"80,896 kms",Petrol,Automatic,3rd Owner,2010,2184 cc,5 Seats
755,Mahindra Thar LX 4-Str Hard Top Diesel,17.75 Lakh,"36,398 kms",Diesel,Manual,1st Owner,2021,998 cc,4 Seats
756,Maruti Wagon R LXI CNG,3.75 Lakh,"50,227 kms",Cng,Manual,1st Owner,2014,2755 cc,5 Seats
757,Toyota Fortuner Legender 4x4 AT,44.45 Lakh,"31,000 kms",Diesel,Automatic,1st Owner,2021,1197 cc,7 Seats
758,Maruti Baleno 1.2 Alpha,6.95 Lakh,"17,359 kms",Petrol,Manual,1st Owner,2016,999 cc,5 Seats
759,Skoda Slavia 1.0 TSI Ambition,12.70 Lakh,"2,263 kms",Petrol,Manual,1st Owner,2022,1497 cc,5 Seats
760,Honda City i VTEC CVT VX,6.65 Lakh,"81,437 kms",Petrol,Automatic,1st Owner,2014,2179 cc,5 Seats
761,Jaguar XF 2.2 Litre Luxury,24.74 Lakh,"34,000 kms",Diesel,Automatic,1st Owner,2016,2143 cc,5 Seats
762,Mercedes-Benz E-Class E250 CDI Avantgrade,19.25 Lakh,"80,228 kms",Diesel,Automatic,2nd Owner,2014,1498 cc,5 Seats
763,Honda City i DTec V,7.15 Lakh,"65,911 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats
764,Hyundai i20 Petrol CVT Asta,7.95 Lakh,"39,898 kms",Petrol,Automatic,1st Owner,2018,2995 cc,5 Seats
765,Audi S5 3.0 TFSIq Tiptronic,65 Lakh,"11,000 kms",Petrol,Automatic,1st Owner,2018,1498 cc,4 Seats
766,Mahindra Bolero B4,8 Lakh,"25,000 kms",Diesel,Manual,1st Owner,2020,1197 cc,7 Seats
767,Maruti Swift VXI,6.75 Lakh,"10,218 kms",Petrol,Manual,1st Owner,2019,1497 cc,5 Seats
768,Honda City 1.5 S AT,3.05 Lakh,"88,119 kms",Petrol,Automatic,2nd Owner,2009,1968 cc,5 Seats
769,Audi A6 35 TDI,21.85 Lakh,"64,000 kms",Diesel,Automatic,2nd Owner,2017,1462 cc,5 Seats
770,Maruti Vitara Brezza ZXI Plus,10.08 Lakh,"14,572 kms",Petrol,Manual,1st Owner,2021,1461 cc,5 Seats
771,Nissan Sunny Diesel XL,4.21 Lakh,"66,512 kms",Diesel,Manual,2nd Owner,2014,1591 cc,5 Seats
772,Hyundai Verna 1.6 SX VTVT (O) AT,5.65 Lakh,"66,357 kms",Petrol,Automatic,2nd Owner,2014,2967 cc,5 Seats
773,Audi A6 3.0 TDI Quattro Premium Plus,11.65 Lakh,"60,000 kms",Diesel,Automatic,3rd Owner,2012,2494 cc,5 Seats
774,Toyota Innova 2.5 G4 Diesel 8-seater,5.66 Lakh,"91,865 kms",Diesel,Manual,1st Owner,2011,1493 cc,8 Seats
775,Kia Seltos HTX Plus D,17.85 Lakh,"31,409 kms",Diesel,Manual,1st Owner,2020,1586 cc,5 Seats
776,Maruti SX4 Vxi BSIV,2.45 Lakh,"76,247 kms",Petrol,Manual,1st Owner,2010,1950 cc,5 Seats
777,Mercedes-Benz C-Class Progressive C 200,19.11 Lakh,"52,000 kms",Petrol,Automatic,1st Owner,2016,1497 cc,5 Seats
778,Honda City V MT,3.61 Lakh,"48,267 kms",Petrol,Manual,1st Owner,2011,1497 cc,5 Seats
779,Honda City i VTEC CVT VX,9.45 Lakh,"31,441 kms",Petrol,Automatic,1st Owner,2017,1396 cc,5 Seats
780,Hyundai i20 1.4 CRDi Asta,3.65 Lakh,"59,564 kms",Diesel,Manual,1st Owner,2011,2354 cc,5 Seats
781,Honda CR-V 2.4L 4WD AT,8.40 Lakh,"80,000 kms",Petrol,Automatic,2nd Owner,2014,1586 cc,5 Seats
782,Maruti SX4 ZXI MT BSIV,2.85 Lakh,"65,115 kms",Petrol,Manual,2nd Owner,2010,1199 cc,5 Seats
783,Honda Jazz 1.2 SV i VTEC,4.65 Lakh,"46,149 kms",Petrol,Manual,2nd Owner,2015,1497 cc,5 Seats
784,Honda City V MT,3.21 Lakh,"65,598 kms",Petrol,Manual,1st Owner,2010,2143 cc,5 Seats
785,Mercedes-Benz GLC 220d 4MATIC Sport,35.75 Lakh,"72,000 kms",Diesel,Automatic,2nd Owner,2018,1461 cc,5 Seats
786,Renault Duster 110PS Diesel RxL,5.65 Lakh,"72,350 kms",Diesel,Manual,1st Owner,2014,1197 cc,5 Seats
787,Maruti Baleno 1.2 Zeta,7.25 Lakh,"18,959 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats
788,Honda City V MT,4.21 Lakh,"80,078 kms",Petrol,Manual,1st Owner,2013,1968 cc,5 Seats
789,Volkswagen Passat Diesel Highline 2.0 TDI,6.50 Lakh,"58,000 kms",Diesel,Automatic,2nd Owner,2011,1591 cc,5 Seats
790,Hyundai Verna 1.6 VTVT S,6.49 Lakh,"49,613 kms",Petrol,Manual,1st Owner,2017,1461 cc,5 Seats
791,Renault Duster 85PS Diesel RxS,8.30 Lakh,"80,002 kms",Diesel,Manual,1st Owner,2019,1330 cc,5 Seats
792,Nissan Kicks 1.3 Turbo XV,9.80 Lakh,"16,194 kms",Petrol,Manual,1st Owner,2020,1497 cc,5 Seats
793,Honda City ZX CVT,12.35 Lakh,"55,617 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats
794,Honda City i-VTEC VX,9.40 Lakh,"38,409 kms",Petrol,Manual,1st Owner,2019,1198 cc,5 Seats
795,Honda Brio VX AT,3.25 Lakh,"68,045 kms",Petrol,Automatic,1st Owner,2014,1462 cc,5 Seats
796,Maruti Ciaz Alpha BSIV,9.26 Lakh,"7,342 kms",Petrol,Manual,1st Owner,2019,1497 cc,5 Seats
797,Honda City i-VTEC CVT ZX,9.45 Lakh,"27,914 kms",Petrol,Automatic,1st Owner,2017,998 cc,5 Seats
798,Hyundai Venue SX Plus Turbo DCT,12.60 Lakh,"8,639 kms",Petrol,Automatic,1st Owner,2021,998 cc,5 Seats
799,Hyundai Venue SX Plus Turbo DCT,11.85 Lakh,"11,069 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats
800,Honda City i-VTEC CVT ZX,9.69 Lakh,"73,971 kms",Petrol,Automatic,1st Owner,2018,1199 cc,5 Seats
801,Honda Jazz 1.2 V i VTEC,5.15 Lakh,"70,379 kms",Petrol,Manual,1st Owner,2017,998 cc,5 Seats
802,Hyundai Venue SX Turbo,9.99 Lakh,"19,108 kms",Petrol,Manual,1st Owner,2021,1591 cc,5 Seats
803,Hyundai Verna VTVT 1.6 SX,8.99 Lakh,"37,842 kms",Petrol,Manual,1st Owner,2018,2494 cc,5 Seats
804,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2.25 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2007,1950 cc,7 Seats
805,Mercedes-Benz GLC 220d 4MATIC,56.50 Lakh,"24,000 kms",Diesel,Automatic,1st Owner,2020,1956 cc,5 Seats
806,Jeep Compass 2.0 Limited 4X4 Opt Diesel AT,25 Lakh,"35,500 kms",Diesel,Automatic,2nd Owner,2021,1991 cc,5 Seats
807,Mercedes-Benz GLC 200,61 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2021,1997 cc,5 Seats
808,Jaguar F-Pace 2.0 R-Dynamic S Diesel,74 Lakh,"9,900 kms",Diesel,Automatic,1st Owner,2021,1998 cc,5 Seats
809,BMW X4 xDrive30i M Sport Silver Shadow Edition,74.50 Lakh,"7,600 kms",Petrol,Automatic,1st Owner,2022,1497 cc,5 Seats
810,Honda City i-VTEC CVT ZX,8.90 Lakh,"57,826 kms",Petrol,Automatic,2nd Owner,2017,1497 cc,5 Seats
811,Tata Nexon 1.5 Revotorq XM,6.25 Lakh,"91,216 kms",Diesel,Manual,1st Owner,2017,998 cc,5 Seats
812,Hyundai Venue SX Turbo,9.99 Lakh,"13,731 kms",Petrol,Manual,1st Owner,2021,1497 cc,5 Seats
813,Honda City i-VTEC V,7.50 Lakh,"60,477 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
814,Maruti Swift Dzire AMT ZDI,6.39 Lakh,"1,05,911 kms",Diesel,Automatic,1st Owner,2017,1591 cc,5 Seats
815,Hyundai Verna VTVT 1.6 SX,9.25 Lakh,"18,072 kms",Petrol,Manual,2nd Owner,2019,1197 cc,5 Seats
816,Hyundai i20 1.2 Asta,6.99 Lakh,"53,608 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
817,Toyota Glanza G,7.99 Lakh,"17,790 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
818,Hyundai Grand i10 Nios Sportz,6.69 Lakh,"24,154 kms",Petrol,Manual,1st Owner,2020,799 cc,5 Seats
819,Renault KWID RXT,3 Lakh,"24,744 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
820,Hyundai Grand i10 Nios Magna Corp Edition,5.78 Lakh,"38,985 kms",Petrol,Manual,2nd Owner,2020,1197 cc,5 Seats
821,Maruti Ritz VXi,3.28 Lakh,"41,050 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats
822,Maruti Alto K10 VXI,3.68 Lakh,"61,714 kms",Petrol,Manual,1st Owner,2017,1462 cc,5 Seats
823,Maruti Vitara Brezza VXI,8.74 Lakh,"20,092 kms",Petrol,Manual,1st Owner,2020,999 cc,5 Seats
824,Nissan Magnite XV Premium,6.76 Lakh,"74,811 kms",Petrol,Manual,1st Owner,2021,1462 cc,5 Seats
825,Maruti Ertiga ZXI Plus,9.79 Lakh,"8,702 kms",Petrol,Manual,1st Owner,2019,1199 cc,7 Seats
826,Honda Amaze S Petrol BSIV,6.10 Lakh,"34,039 kms",Petrol,Manual,1st Owner,2019,1497 cc,5 Seats
827,Honda City i VTEC CVT VX,6.70 Lakh,"98,285 kms",Petrol,Automatic,2nd Owner,2016,1956 cc,5 Seats
828,Jeep Compass 2.0 Limited,13.50 Lakh,"72,000 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
829,Hyundai Grand i10 Magna,4.80 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2020,1395 cc,5 Seats
830,Audi Q3 30 TFSI Premium FWD,19.55 Lakh,"1,20,000 kms",Petrol,Automatic,1st Owner,2018,2179 cc,5 Seats
831,Mahindra XUV500 W7 BSIV,10.74 Lakh,"76,813 kms",Diesel,Manual,1st Owner,2018,2487 cc,7 Seats
832,Maruti Omni E 8 Str STD,1.25 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2011,1950 cc,5 Seats
833,Toyota Camry Hybrid 2.5,40.90 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2019,2393 cc,5 Seats
834,Mercedes-Benz C-Class Progressive C 220d,39 Lakh,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1197 cc,7 Seats
835,Toyota Innova Crysta 2.4 G MT,18.90 Lakh,"43,200 kms",Diesel,Manual,1st Owner,2017,2143 cc,5 Seats
836,Hyundai i20 Magna Plus,6.50 Lakh,"42,000 kms",Petrol,Manual,1st Owner,2020,1461 cc,5 Seats
837,Mercedes-Benz GLE 250d,44 Lakh,"49,000 kms",Diesel,Automatic,1st Owner,2017,2184 cc,5 Seats
838,Mahindra Verito 1.5 D4 BSIII,1.80 Lakh,"1,95,000 kms",Diesel,Manual,1st Owner,2013,1197 cc,4 Seats
839,Mahindra Thar LX 4-Str Convert Top Diesel,16.50 Lakh,"12,200 kms",Diesel,Manual,1st Owner,2021,1950 cc,5 Seats
840,Hyundai Aura SX,6.90 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2021,1582 cc,5 Seats
841,Mercedes-Benz E-Class Expression E 220 d BSIV,58 Lakh,"17,000 kms",Diesel,Automatic,1st Owner,2020,1582 cc,5 Seats
842,Hyundai Creta 1.6 CRDi SX,8.45 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
843,Hyundai Creta 1.6 CRDi SX,9.25 Lakh,"75,000 kms",Diesel,Manual,2nd Owner,2016,1995 cc,5 Seats
844,Maruti Swift VXI,6.10 Lakh,"72,521 kms",Petrol,Manual,1st Owner,2018,1493 cc,5 Seats
845,BMW X3 xDrive 20d Luxury Line,60 Lakh,"19,000 kms",Diesel,Automatic,1st Owner,2021,998 cc,5 Seats
846,Hyundai Venue SX Diesel,11.50 Lakh,"37,233 kms",Diesel,Manual,1st Owner,2020,1498 cc,5 Seats
847,Maruti S-Presso VXI Plus AT 2019-2022,5.50 Lakh,"2,682 kms",Petrol,Automatic,1st Owner,2020,1950 cc,5 Seats
848,Volkswagen Polo 1.5 TDI Trendline,4.10 Lakh,"1,15,000 kms",Diesel,Manual,1st Owner,2016,1582 cc,5 Seats
849,Mercedes-Benz GLC Coupe 300d 4MATIC,71.50 Lakh,"24,900 kms",Diesel,Automatic,1st Owner,2021,1199 cc,5 Seats
850,Hyundai Verna CRDi 1.6 SX Option,10.95 Lakh,"74,000 kms",Diesel,Manual,1st Owner,2019,624 cc,5 Seats
851,Honda Amaze S Petrol,6.40 Lakh,"25,102 kms",Petrol,Manual,1st Owner,2019,1997 cc,4 Seats
852,Tata Nano Cx,"60,000 ","16,700 kms",Petrol,Manual,2nd Owner,2010,2523 cc,5 Seats
853,Jaguar XF 2.0 Petrol Prestige,47 Lakh,"7,500 kms",Petrol,Automatic,1st Owner,2020,2494 cc,2 Seats
854,Mahindra Bolero Pik Up Extra Long FB 1.3T,8 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,7 Seats
855,Toyota Innova 2.5 EV (Diesel) MS 7 Seater BS IV,5.50 Lakh,"1,13,000 kms",Diesel,Manual,1st Owner,2011,4461 cc,5 Seats
856,Maruti Baleno 1.2 Alpha,6.50 Lakh,"37,800 kms",Petrol,Manual,1st Owner,2018,1396 cc,7 Seats
857,Toyota Land Cruiser VX,1.58 Crore,"56,000 kms",Diesel,Automatic,1st Owner,2018,2393 cc,5 Seats
858,Hyundai i20 Sportz 1.4 CRDi,3 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2012,796 cc,7 Seats
859,Toyota Innova Crysta 2.4 ZX 7 STR AT,30.50 Lakh,250 kms,Diesel,Automatic,1st Owner,2022,1993 cc,5 Seats
860,Maruti Alto LXi,1.51 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2010,1197 cc,5 Seats
861,Mercedes-Benz C-Class C 220d,62 Lakh,"4,000 kms",Diesel,Automatic,1st Owner,2022,1462 cc,5 Seats
862,Maruti Baleno Alpha,8.40 Lakh,"3,731 kms",Petrol,Manual,1st Owner,2021,1493 cc,6 Seats
863,Maruti XL6 Zeta,11.25 Lakh,"4,028 kms",Petrol,Manual,1st Owner,2021,2925 cc,7 Seats
864,Mahindra TUV 300 T6 Plus,6.50 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2016,998 cc,5 Seats
865,Mercedes-Benz S-Class S 350 d,47.75 Lakh,"13,000 kms",Diesel,Automatic,2nd Owner,2014,1495 cc,5 Seats
866,Maruti Alto K10 VXI,3.30 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
867,Hyundai Accent Executive LPG,1.70 Lakh,"73,000 kms",Lpg,Manual,2nd Owner,2010,2925 cc,5 Seats
868,Maruti Swift Dzire VDi,5.25 Lakh,"77,200 kms",Diesel,Manual,1st Owner,2014,1968 cc,7 Seats
869,Mercedes-Benz GLS 400d 4MATIC,1.17 Crore,"15,000 kms",Diesel,Automatic,2nd Owner,2020,999 cc,5 Seats
870,Audi A6 2.0 TDI,14.50 Lakh,"1,20,000 kms",Diesel,Automatic,4th Owner,2013,1497 cc,5 Seats
871,Renault KWID 1.0 AMT RXT,3 Lakh,"45,200 kms",Petrol,Automatic,2nd Owner,2016,2993 cc,5 Seats
